epoch, IS, FID
1, 1.6437805891036987, 316.97641287407396
50, 3.218764066696167, 207.0079159784616
100, 3.199380874633789, 208.38331897145207
150, 2.969588279724121, 198.9600636975013
200, 2.9942668676376343, 195.53326202762304
250, 3.8405003547668457, 168.81334842661835
300, 3.7024242877960205, 180.83282559890375
350, 4.370403289794922, 160.5182482466675
400, 4.052635908126831, 166.23861904869455
450, 4.1251304149627686, 164.58113392193718
500, 3.386904239654541, 172.5514255382892
