epoch, IS, FID
1, 2.862379312515259, 205.90551220564205
50, 1.869330644607544, 143.18944916459927
100, 1.8423073291778564, 126.7814531197485
150, 1.8931547403335571, 120.74182457029468
200, 1.8890036344528198, 122.9822793305772
250, 1.9344236850738525, 119.21923032884561
300, 1.965063452720642, 114.34244550066362
350, 1.9478371143341064, 121.36507618223754
400, 1.838154673576355, 125.3989695303635
450, 1.9786388874053955, 116.53055127640062
500, 1.9288465976715088, 118.1684567219564
