epoch, IS, FID
1, 1.443740725517273, 314.4239201287344
50, 1.8405449390411377, 165.87961270870647
100, 1.872793197631836, 124.54729063960457
150, 1.8427282571792603, 122.21421110454833
200, 1.813981294631958, 118.82933781940517
250, 1.9740184545516968, 112.29222884977662
300, 1.9281948804855347, 96.76796454269567
350, 2.0248630046844482, 97.29279989716449
400, 1.9882729053497314, 93.4015425601647
450, 2.11393404006958, 103.56665717911062
500, 2.0885486602783203, 91.77380137786812
